,study_hours_per_day,sleep_hours,stress_level,focus_score,productivity_score
10772,3.26,9.63,8,99,62.43
10773,9.23,4.72,2,40,49.13
10774,9.9,3.26,3,62,62.88
10775,8.77,4.73,6,55,46.45
10776,3.72,7.54,3,53,54.69
10777,3.14,7.18,10,58,31.32
10778,4.6,4.87,8,69,33.22
10779,7.6,5.86,4,41,46.11
10780,0.59,5.57,8,36,9.84
10781,9.95,9.65,6,58,79.38
10782,8.89,5.2,4,63,66.15
10783,0.73,4.35,10,87,22.67
10784,4.13,6.96,5,91,66.06
10785,7.03,3.87,2,92,61.78
10786,2.79,6.56,10,78,41.02
10787,1.86,7.81,4,81,48.0
10788,6.48,9.6,10,62,66.08
10789,9.08,9.25,9,53,66.7
10790,9.58,8.89,9,86,71.78
10791,0.6,5.76,5,63,26.76
10792,8.81,9.26,5,61,74.1
10793,5.83,8.02,2,55,55.88
10794,2.76,6.09,1,73,50.57
10795,6.36,6.95,3,89,59.17
10796,9.96,6.05,8,48,70.18
10797,3.12,4.38,8,85,32.64
10798,3.13,6.16,6,59,40.48
10799,7.14,8.65,1,76,66.44
10800,0.91,4.87,2,74,33.33
10801,8.3,7.48,8,66,69.89
10802,6.7,6.87,8,40,56.95
10803,8.49,9.44,7,32,51.54
10804,2.69,8.22,10,36,23.25
10805,8.55,5.53,6,50,58.01
10806,4.76,6.93,7,56,52.13
10807,1.76,9.38,10,45,20.26
10808,9.06,4.59,10,46,40.68
10809,7.2,6.32,8,64,62.66
10810,2.1,4.55,10,42,21.93
10811,2.84,5.93,5,41,25.26
10812,3.05,3.41,8,38,22.0
10813,9.65,9.13,7,76,79.21
10814,8.92,9.85,5,69,78.93
10815,3.79,6.97,1,52,40.66
10816,4.93,6.88,7,86,47.75
10817,3.21,9.69,5,51,46.34
10818,7.56,5.75,8,82,61.22
10819,2.03,7.35,9,90,44.38
10820,3.72,8.86,1,55,43.25
10821,6.26,6.54,5,33,49.27
10822,8.83,4.55,6,99,61.96
10823,6.54,8.69,3,39,55.09
10824,9.43,4.9,9,96,81.5
10825,9.34,8.91,6,94,75.38
10826,7.32,9.61,5,84,76.3
10827,3.15,6.82,2,55,47.6
10828,6.99,3.35,1,65,51.26
10829,2.33,9.69,6,72,49.87
10830,3.67,8.82,4,45,47.31
10831,7.7,3.82,7,89,61.87
10832,8.58,7.41,2,36,62.22
10833,4.46,5.21,8,38,35.04
10834,5.47,5.31,3,88,70.84
10835,4.17,7.06,6,47,42.35
10836,5.05,7.98,4,53,52.98
10837,5.37,3.08,1,44,41.48
10838,7.07,4.07,8,67,49.62
10839,7.63,9.32,3,82,77.41
10840,9.76,6.46,5,33,54.81
10841,4.66,6.44,2,47,50.38
10842,1.29,8.88,2,77,56.93
10843,7.04,3.91,9,61,44.7
10844,5.23,8.0,4,44,44.08
10845,8.49,6.54,3,91,84.5
10846,1.89,8.19,5,60,42.34
10847,6.63,7.75,9,93,69.61
10848,4.86,7.67,2,46,52.02
10849,4.48,8.99,1,68,67.01
10850,5.87,6.86,1,51,50.48
10851,7.0,5.85,8,70,55.07
10852,8.58,4.39,6,49,51.89
10853,2.73,5.41,8,43,31.02
10854,3.28,9.09,7,65,40.39
10855,5.71,5.36,9,90,47.62
10856,3.79,9.9,2,77,66.23
10857,5.9,7.26,3,82,69.62
10858,2.4,8.7,5,58,40.5
10859,3.42,6.45,6,83,53.88
10860,3.59,7.58,9,45,41.43
10861,9.93,9.93,5,51,78.05
10862,8.62,6.5,2,66,62.55
10863,8.46,4.84,4,91,65.61
10864,5.38,7.55,10,87,60.68
10865,4.94,9.44,3,92,72.48
10866,1.17,3.12,6,96,39.02
10867,2.37,9.95,3,53,50.78
10868,9.01,6.81,3,56,65.19
10869,5.49,8.6,6,57,44.69
10870,9.88,3.83,8,93,64.51
10871,6.12,5.04,1,95,61.14
10872,4.09,9.84,4,53,52.12
10873,3.1,5.02,10,34,23.49
10874,9.22,5.89,6,73,63.15
10875,4.02,4.96,7,39,37.88
10876,1.89,6.28,10,55,22.11
10877,3.14,4.11,10,57,26.86
10878,6.63,6.56,10,96,58.68
10879,1.76,5.09,5,52,31.22
10880,1.37,8.71,3,81,39.66
10881,4.85,5.73,4,48,48.62
10882,1.29,8.55,2,64,38.83
10883,4.23,7.49,8,95,60.55
10884,3.57,9.41,4,85,61.45
10885,4.22,8.67,7,42,49.74
10886,5.13,9.31,6,80,56.2
10887,2.26,6.68,9,62,36.67
10888,4.7,9.39,5,51,58.65
10889,3.93,4.08,6,98,46.26
10890,8.06,3.59,3,92,70.5
10891,7.1,6.68,2,87,72.02
10892,8.79,8.78,9,52,69.88
10893,6.86,4.49,2,66,51.55
10894,1.65,9.78,5,32,29.71
10895,5.32,4.3,10,69,47.07
10896,7.55,7.96,10,82,71.39
10897,8.5,9.41,8,59,62.38
10898,2.22,9.76,6,67,51.26
10899,2.62,7.63,4,33,44.48
10900,8.69,7.02,5,35,47.59
10901,5.11,3.64,10,58,28.5
10902,4.8,3.14,8,59,38.61
10903,5.19,9.9,9,34,50.23
10904,2.15,4.92,4,74,39.15
10905,6.46,3.51,2,66,62.52
10906,8.18,6.77,7,40,51.48
10907,8.45,5.19,5,83,69.82
10908,0.79,5.5,5,84,27.51
10909,7.29,5.48,1,51,62.03
10910,1.37,4.74,4,53,31.38
10911,9.69,9.77,10,34,67.65
10912,5.08,4.86,7,74,48.7
10913,7.87,6.9,4,67,73.21
10914,6.41,4.67,1,55,43.09
10915,9.54,8.33,3,87,81.87
10916,9.75,4.6,8,71,68.34
10917,3.15,7.3,4,75,58.89
10918,5.09,8.84,7,32,45.96
10919,5.29,4.9,3,38,42.06
10920,2.19,8.62,6,80,54.82
10921,9.09,3.65,8,60,59.11
10922,3.82,3.81,5,30,31.57
10923,1.33,5.8,6,71,32.34
10924,1.97,5.85,5,97,44.7
10925,5.38,6.62,7,85,52.38
10926,8.88,3.17,1,66,54.22
10927,6.47,3.82,6,52,38.3
10928,2.54,3.07,7,30,8.81
10929,3.32,9.68,7,99,61.93
10930,9.77,5.19,7,92,75.0
10931,1.0,7.82,7,45,20.9
10932,9.95,7.26,8,92,71.72
10933,9.11,8.07,1,77,84.71
10934,6.95,9.18,10,53,64.98
10935,9.46,4.63,2,67,66.17
10936,1.95,5.98,1,97,48.0
10937,9.45,5.3,4,52,58.87
10938,2.52,3.58,5,42,28.49
10939,5.69,3.22,5,63,48.68
10940,5.14,8.35,6,38,47.5
10941,5.37,3.9,9,97,40.25
10942,3.04,3.11,4,81,32.93
10943,7.92,6.07,4,94,74.34
10944,7.55,5.26,9,39,55.5
10945,9.56,3.46,3,99,87.19
10946,5.32,3.36,9,71,34.07
10947,5.71,9.39,6,78,66.75
10948,9.08,9.58,6,78,79.64
10949,9.23,6.38,2,64,69.26
10950,6.67,8.94,9,88,69.85
10951,8.29,8.6,5,81,76.93
10952,5.3,7.06,6,84,47.5
10953,4.19,8.26,7,48,44.09
10954,8.71,9.51,1,48,61.4
10955,7.88,6.96,6,31,52.54
10956,2.8,6.58,5,37,28.81
10957,0.95,3.02,7,94,27.54
10958,5.87,6.79,1,51,45.2
10959,8.5,8.72,5,93,82.73
10960,2.85,8.33,1,60,60.56
10961,7.79,7.52,2,62,60.37
10962,4.43,3.17,6,96,49.81
10963,3.69,9.48,5,79,61.07
10964,2.14,6.0,8,31,33.1
10965,9.38,7.0,9,87,71.13
10966,2.64,5.78,10,76,28.64
10967,3.15,5.44,5,79,49.27
10968,3.65,6.57,6,63,46.62
10969,3.2,6.46,8,59,33.52
10970,2.05,5.49,6,55,31.03
10971,3.87,8.63,1,65,49.51
10972,4.98,3.35,3,69,35.77
10973,5.74,3.82,2,76,48.98
10974,1.99,3.58,1,76,42.45
10975,7.9,6.95,1,62,64.73
10976,3.46,5.89,4,66,32.36
10977,9.22,6.16,2,54,72.28
10978,3.63,7.04,2,96,62.31
10979,8.7,5.27,3,75,66.79
10980,3.85,4.28,6,33,23.82
10981,5.31,5.15,3,70,52.95
10982,4.04,9.96,6,83,55.91
10983,4.18,9.67,2,31,48.42
10984,6.38,9.7,2,67,71.68
10985,7.08,3.19,7,98,56.37
10986,8.77,3.63,8,92,67.23
10987,5.91,3.32,7,83,41.66
10988,2.56,8.71,8,76,49.12
10989,9.9,9.94,2,53,80.0
10990,7.0,6.8,9,51,44.96
10991,4.06,7.91,9,56,48.05
10992,9.7,5.47,7,89,85.65
10993,9.61,8.36,3,55,60.29
10994,1.26,7.59,6,67,41.61
10995,0.69,8.61,5,94,38.48
10996,0.92,6.5,4,82,31.95
10997,7.01,4.36,6,51,49.24
10998,7.25,6.33,7,79,54.06
10999,7.38,5.18,9,85,67.99
11000,6.49,7.86,1,51,67.87
11001,3.21,3.96,5,54,30.8
11002,2.09,5.32,1,95,36.53
11003,9.31,3.05,8,55,59.22
11004,9.17,8.71,1,52,83.6
11005,2.8,5.85,2,96,43.17
11006,2.1,8.43,10,62,37.12
11007,4.07,3.68,10,62,28.27
11008,0.96,4.36,10,36,7.84
11009,2.04,8.95,7,40,26.21
11010,4.11,7.17,1,62,48.24
11011,2.77,3.04,4,64,43.57
11012,7.5,9.34,9,53,56.48
11013,9.1,9.88,1,45,72.4
11014,9.14,7.63,8,38,58.69
11015,6.24,8.09,2,31,63.34
11016,7.18,3.94,9,36,44.54
11017,5.19,8.36,6,74,54.41
11018,1.89,3.69,10,30,12.36
11019,6.53,9.23,1,48,69.89
11020,3.82,6.53,10,94,45.98
11021,0.56,3.99,8,92,25.66
11022,5.96,3.62,6,69,36.97
11023,2.38,6.08,8,58,23.07
11024,8.92,3.04,6,78,51.71
11025,9.37,9.73,9,85,68.45
11026,2.04,4.19,2,37,32.49
11027,0.78,5.94,3,78,38.48
11028,0.54,7.25,8,50,32.39
11029,9.17,7.72,3,99,95.0
11030,1.94,6.95,3,79,37.97
11031,4.64,4.25,5,53,48.39
11032,1.04,6.3,6,81,36.54
11033,4.05,5.26,10,73,35.47
11034,7.96,3.63,6,90,62.54
11035,4.36,5.71,8,99,49.48
11036,7.87,7.26,5,50,57.04
11037,7.04,3.71,10,33,29.52
11038,5.41,4.15,9,79,48.85
11039,7.51,3.6,7,41,36.17
11040,8.85,3.01,3,50,56.07
11041,8.03,9.56,9,71,71.08
11042,7.07,8.87,5,73,72.16
11043,7.17,4.62,1,61,46.43
11044,2.03,7.04,6,81,32.77
11045,9.53,8.61,5,75,72.67
11046,2.45,5.57,4,69,32.47
11047,3.82,8.17,4,45,42.71
11048,5.42,9.08,9,43,45.93
11049,1.7,6.49,6,55,19.21
11050,6.14,9.22,6,32,50.82
11051,2.24,4.47,2,46,32.69
11052,9.27,9.31,7,47,65.34
11053,8.94,8.64,1,90,95.72
11054,5.67,8.88,1,84,68.06
11055,4.77,3.03,4,80,37.91
11056,1.47,7.65,5,32,30.3
11057,8.32,5.8,8,84,55.5
11058,4.1,7.23,6,70,37.81
11059,2.84,3.59,8,75,22.45
11060,9.96,4.66,6,51,64.88
11061,6.85,5.46,8,75,55.72
11062,1.2,8.03,4,48,23.06
11063,8.11,6.87,4,37,49.29
11064,7.63,3.1,5,91,54.12
11065,4.31,5.34,6,74,38.7
11066,1.68,9.58,8,69,43.5
11067,5.23,4.26,7,70,39.42
11068,7.75,4.66,5,60,49.82
11069,1.22,5.15,4,32,7.84
11070,2.05,4.88,3,37,30.47
11071,6.38,3.85,9,36,32.32
11072,5.82,5.19,1,37,41.27
11073,9.1,6.78,1,59,74.29
11074,8.24,7.73,1,95,78.12
11075,9.23,7.5,9,55,58.87
11076,4.93,4.14,2,89,60.92
11077,7.98,7.3,3,37,55.17
11078,0.96,5.51,7,70,20.99
11079,3.3,8.75,7,36,43.0
11080,6.62,5.54,1,81,56.8
11081,7.75,9.84,8,44,63.85
11082,5.92,7.3,6,66,68.76
11083,5.07,6.0,5,85,55.4
11084,2.72,6.52,8,92,46.15
11085,2.15,4.23,9,80,38.17
11086,8.82,7.76,6,74,64.31
11087,1.85,9.74,8,43,35.58
11088,4.64,6.6,6,35,40.13
11089,8.94,9.95,7,75,76.36
11090,1.9,4.05,6,47,13.86
11091,1.71,7.46,8,33,20.82
11092,7.08,7.75,1,42,66.84
11093,3.65,5.18,4,34,23.93
11094,4.64,5.46,5,68,44.96
11095,6.44,9.62,7,88,79.7
11096,4.1,7.28,10,81,58.52
11097,8.1,8.47,1,97,84.55
11098,9.71,8.08,3,67,80.34
11099,9.36,7.28,6,82,70.26
11100,5.68,3.34,8,62,49.02
11101,3.87,7.64,6,34,39.22
11102,4.62,5.41,8,65,42.14
11103,3.64,6.28,7,69,37.57
11104,4.7,8.96,8,34,37.0
11105,0.62,9.78,7,40,33.09
11106,1.02,7.86,9,68,37.16
11107,7.83,4.62,2,33,52.78
11108,3.68,5.22,5,73,44.7
11109,8.05,3.97,10,75,46.89
11110,5.06,7.06,8,86,56.01
11111,8.16,9.51,9,74,70.28
11112,6.8,8.68,1,88,78.96
11113,2.41,6.81,1,87,58.95
11114,4.75,9.59,8,33,37.43
11115,7.19,9.28,8,71,55.26
11116,3.64,5.53,8,97,40.87
11117,2.34,6.85,9,42,36.7
11118,5.63,5.07,5,58,38.46
11119,3.1,3.06,7,72,24.13
11120,6.15,6.16,3,90,58.1
11121,3.08,8.25,6,87,59.71
11122,9.11,7.44,9,73,58.67
11123,3.77,9.49,10,87,58.66
11124,9.12,7.8,2,49,71.78
11125,3.16,3.99,6,44,23.66
11126,6.24,4.87,6,64,45.14
11127,1.74,3.88,8,46,27.65
11128,7.89,8.56,8,96,73.32
11129,2.4,9.65,10,60,44.83
11130,8.71,4.58,10,40,39.85
11131,4.8,8.36,8,59,49.92
11132,1.4,6.06,1,61,35.61
11133,3.95,5.49,10,48,30.28
11134,7.91,9.91,6,67,74.4
11135,1.22,5.42,5,55,21.14
11136,6.44,7.63,2,74,60.13
11137,5.32,7.99,10,83,62.54
11138,3.44,8.41,8,71,51.38
11139,7.68,9.03,4,51,67.94
11140,1.0,6.96,6,53,26.09
11141,5.23,7.23,10,45,33.12
11142,5.32,7.98,7,60,45.3
11143,1.32,4.04,2,39,16.41
11144,1.79,4.4,9,46,31.4
11145,4.39,8.35,5,41,54.41
11146,5.6,3.94,4,84,64.12
11147,1.01,7.82,4,32,22.15
11148,0.61,3.23,8,75,31.26
11149,2.33,5.36,2,30,24.54
11150,5.13,7.64,2,40,48.03
11151,0.88,7.95,4,79,48.42
11152,7.47,7.41,7,90,67.38
11153,1.94,6.09,5,94,56.81
11154,7.84,4.78,10,58,58.29
11155,2.44,7.29,7,57,36.71
11156,3.79,4.29,9,68,42.07
11157,5.05,3.42,6,57,31.84
11158,3.8,3.14,10,48,35.87
11159,0.72,4.87,2,51,13.84
11160,9.13,3.21,3,69,57.64
11161,3.22,4.74,6,58,35.27
11162,1.79,5.03,1,80,45.79
11163,1.76,5.41,9,67,37.49
11164,9.76,7.99,8,88,72.56
11165,1.67,6.09,5,65,40.21
11166,3.79,9.9,10,63,44.61
11167,1.14,9.63,3,97,49.42
11168,7.49,9.87,7,91,82.86
11169,6.17,5.89,8,36,36.43
11170,5.57,3.31,7,36,37.26
11171,8.63,9.02,1,51,73.64
11172,5.95,6.04,7,60,55.69
11173,9.58,7.49,8,78,83.49
11174,6.42,8.9,9,77,72.31
11175,3.87,7.25,6,36,35.98
11176,0.85,8.16,7,35,32.89
11177,7.39,4.74,6,33,38.23
11178,4.05,4.37,8,48,33.26
11179,6.19,6.89,9,44,53.16
11180,8.83,7.47,1,88,81.4
11181,0.57,9.1,1,68,49.73
11182,7.72,8.75,2,75,86.05
11183,4.64,9.92,7,76,57.99
11184,1.68,9.76,4,88,45.54
11185,6.03,7.36,8,51,55.63
11186,5.56,6.52,7,87,52.08
11187,8.5,8.32,6,69,69.14
11188,5.45,4.83,1,66,47.08
11189,8.36,5.47,5,93,65.21
11190,5.67,8.37,10,76,64.33
11191,4.75,9.65,3,71,58.53
11192,4.03,9.27,2,75,65.83
11193,2.15,3.51,3,99,46.58
11194,6.05,4.62,1,58,43.26
11195,5.67,4.91,10,87,55.15
11196,9.77,5.68,7,47,50.28
11197,4.42,3.5,10,68,39.94
11198,4.5,4.62,10,46,34.64
11199,2.06,8.01,5,76,45.23
11200,6.18,4.71,2,33,39.19
11201,8.55,9.6,9,87,87.79
11202,2.86,5.96,5,81,52.53
11203,0.59,3.7,4,68,22.3
11204,7.07,8.9,2,87,77.6
11205,0.8,9.41,4,77,57.93
11206,4.39,9.5,3,68,53.47
11207,6.32,6.46,2,45,49.2
11208,4.17,9.44,8,81,51.29
11209,2.98,7.96,10,63,30.11
11210,8.09,4.37,6,48,50.67
11211,3.36,6.73,9,52,33.72
11212,2.21,6.03,4,76,36.71
11213,4.19,6.16,7,84,40.94
11214,1.75,5.89,10,92,30.2
11215,7.06,4.23,8,54,52.94
11216,7.25,5.73,3,35,51.53
11217,0.64,6.58,7,87,38.72
11218,7.1,5.0,9,38,53.22
11219,3.34,4.24,2,32,25.79
11220,6.73,4.39,1,79,59.66
11221,7.21,4.35,3,65,61.77
11222,3.14,6.13,3,53,27.21
11223,2.26,4.46,7,47,18.6
11224,8.35,8.02,2,96,78.94
11225,7.52,5.35,4,81,71.25
11226,8.45,9.58,3,71,75.43
11227,4.64,3.44,4,71,34.08
11228,4.84,5.17,5,30,26.46
11229,3.77,8.17,4,79,48.51
11230,5.24,7.79,7,33,45.42
11231,6.64,5.94,4,76,56.01
11232,8.24,9.09,10,39,59.64
11233,2.24,3.5,1,71,39.35
11234,4.35,6.56,7,91,50.05
11235,4.88,4.4,10,78,42.12
11236,5.14,5.62,3,76,49.07
11237,5.65,7.89,7,95,64.47
11238,8.12,3.69,4,84,66.65
11239,8.92,3.31,3,71,60.57
11240,2.01,5.95,9,66,41.95
11241,7.27,4.9,8,84,60.88
11242,5.05,8.04,7,77,55.62
11243,4.47,3.46,6,66,39.81
11244,1.58,9.77,1,90,47.08
11245,1.11,7.35,9,40,16.79
11246,9.79,6.51,6,83,73.27
11247,6.6,5.89,4,55,49.35
11248,4.8,8.24,3,67,50.62
11249,7.74,5.49,2,57,57.55
11250,1.37,8.44,2,90,54.44
11251,6.27,7.97,5,63,67.41
11252,6.78,6.86,7,43,57.33
11253,4.79,9.22,8,58,43.49
11254,2.9,5.42,9,81,31.52
11255,9.57,3.4,1,47,66.3
11256,3.36,5.63,1,39,39.21
11257,1.69,9.13,7,35,19.96
11258,6.49,3.54,1,58,49.34
11259,5.96,8.34,2,37,44.65
11260,7.67,8.78,7,57,54.91
11261,7.66,6.0,10,36,49.75
11262,6.39,4.36,6,31,37.09
11263,2.47,5.49,9,73,30.6
11264,8.93,5.79,5,68,66.78
11265,2.86,9.53,3,83,45.22
11266,1.39,4.99,6,30,20.32
11267,3.36,9.81,1,73,54.95
11268,5.09,3.76,7,77,39.27
11269,2.47,9.82,9,63,46.27
11270,3.67,4.56,8,58,41.33
11271,5.38,4.17,9,91,40.03
11272,3.57,3.84,1,69,39.69
11273,1.35,5.21,3,33,32.41
11274,2.37,7.32,3,90,57.28
11275,8.04,7.66,5,79,79.71
11276,9.57,5.59,6,64,62.83
11277,1.91,4.62,6,56,26.23
11278,6.97,9.97,9,50,67.92
11279,9.1,4.89,1,48,69.65
11280,3.34,5.65,1,55,35.37
11281,8.38,6.37,7,89,71.66
11282,9.1,8.18,5,84,69.48
11283,3.35,4.06,1,43,37.99
11284,1.04,4.86,1,80,35.63
11285,9.21,9.98,5,42,65.43
11286,3.64,8.78,9,45,30.82
11287,0.63,6.11,4,94,49.33
11288,5.01,3.76,3,95,50.72
11289,1.6,9.07,5,48,38.39
11290,9.07,8.48,2,75,76.89
11291,1.97,7.06,5,60,42.9
11292,3.39,5.83,10,76,28.06
11293,8.01,9.55,5,57,76.71
11294,8.16,5.07,8,58,56.44
11295,9.06,5.25,7,59,51.19
11296,5.23,9.13,3,79,56.58
11297,9.87,7.38,2,69,83.55
11298,5.4,9.66,7,57,59.96
11299,8.01,7.52,7,59,64.95
11300,3.94,3.23,5,99,49.62
11301,9.44,4.24,4,47,51.51
11302,7.01,4.97,6,45,37.44
11303,1.23,9.07,7,70,48.06
11304,1.53,8.82,10,31,26.3
11305,8.96,8.53,10,83,70.79
11306,8.19,6.87,5,82,79.45
11307,3.64,3.97,8,30,28.6
11308,5.46,3.92,3,84,63.3
11309,8.6,3.88,10,74,65.27
11310,1.48,8.98,5,82,51.45
11311,1.81,3.99,5,70,42.42
11312,7.3,8.66,6,91,69.57
11313,1.28,8.91,7,48,33.61
11314,3.85,3.74,7,53,30.93
11315,2.89,9.31,2,75,53.22
11316,7.72,9.28,2,41,63.98
11317,0.52,7.47,1,82,32.4
11318,1.6,6.59,9,76,29.3
11319,1.44,7.53,4,77,31.4
11320,3.52,5.83,2,86,54.37
11321,2.71,7.12,8,87,37.88
11322,2.67,9.79,8,66,37.87
11323,4.02,3.79,6,84,36.56
11324,2.53,4.64,2,83,47.64
11325,1.51,6.67,7,46,26.99
11326,6.04,4.81,1,86,72.29
11327,9.54,9.95,7,45,75.38
11328,6.27,8.04,5,47,54.13
11329,7.69,6.04,2,77,60.3
11330,9.74,9.32,1,85,82.01
11331,1.96,4.01,4,60,29.83
11332,4.87,5.02,6,95,57.72
11333,6.03,9.69,8,93,79.51
11334,3.56,6.9,3,64,41.85
11335,6.32,9.44,3,53,62.81
11336,6.43,9.89,3,86,77.5
11337,8.5,5.52,8,91,73.19
11338,8.41,7.04,2,55,65.93
11339,1.85,8.93,9,77,52.91
11340,2.1,4.91,6,86,40.45
11341,2.61,6.13,6,82,38.64
11342,2.98,4.07,4,94,39.59
11343,5.86,7.57,7,35,36.63
11344,3.61,3.03,2,61,39.31
11345,9.55,6.15,5,73,62.39
11346,1.62,9.5,9,53,36.99
11347,2.84,9.28,1,81,54.4
11348,8.75,8.63,6,79,79.32
11349,6.05,3.99,7,88,45.86
11350,5.7,6.64,6,43,46.25
11351,6.15,8.03,3,52,62.15
11352,2.9,3.71,9,83,37.99
11353,7.73,4.03,1,54,56.05
11354,5.22,3.28,10,88,48.86
11355,0.9,5.26,10,98,36.53
11356,2.18,9.14,7,81,50.41
11357,8.26,6.55,1,63,75.98
11358,3.78,8.97,7,30,41.56
11359,7.85,3.59,5,91,64.82
11360,6.8,3.39,4,74,48.85
11361,3.36,8.63,9,96,47.6
11362,1.71,6.48,5,62,47.93
11363,8.17,6.3,5,52,48.0
11364,6.61,6.33,3,69,59.07
11365,3.36,5.67,4,84,49.06
11366,5.47,9.2,6,71,61.2
11367,6.31,6.65,10,69,58.82
11368,0.52,9.82,5,93,38.35
11369,6.87,8.93,8,41,47.88
11370,6.73,8.16,5,50,67.68
11371,1.28,7.45,2,59,30.6
11372,7.98,8.85,3,41,67.53
11373,8.34,9.17,5,50,65.48
11374,3.26,3.93,2,62,37.22
11375,2.04,5.52,4,58,33.85
11376,7.02,8.64,6,98,73.96
11377,1.67,4.55,1,45,29.15
11378,8.65,7.1,2,97,81.15
11379,5.06,8.46,4,99,71.08
11380,9.14,4.57,4,76,62.23
11381,6.6,5.81,9,88,51.07
11382,3.21,9.41,9,50,51.23
11383,4.95,5.49,3,59,38.51
11384,5.53,7.23,6,68,55.58
11385,8.24,6.04,10,41,44.01
11386,8.69,9.14,9,92,72.59
11387,6.99,5.97,6,67,50.29
11388,3.29,5.51,4,46,29.57
11389,5.52,4.21,7,54,32.57
11390,1.74,5.44,4,88,46.65
11391,2.69,7.69,6,72,44.37
11392,3.38,4.23,3,90,52.14
11393,1.19,7.94,8,57,42.03
11394,8.91,3.07,3,93,74.11
11395,1.67,5.57,3,63,30.73
11396,7.12,6.26,5,42,42.0
11397,5.3,3.67,4,97,54.2
11398,8.4,7.79,1,70,78.04
11399,7.54,3.72,5,95,67.36
11400,7.72,3.63,6,89,62.62
11401,4.47,5.58,10,91,54.38
11402,8.42,8.17,2,34,59.0
11403,1.4,9.75,10,69,46.2
11404,4.72,8.43,4,75,55.2
11405,9.95,6.26,9,68,80.29
11406,9.51,4.91,9,52,55.47
11407,1.28,5.11,6,43,26.52
11408,5.94,4.99,3,65,56.93
11409,3.5,4.95,7,30,30.55
11410,7.42,3.48,1,44,36.86
11411,7.49,4.54,10,90,67.73
11412,0.5,3.76,8,55,21.16
11413,8.54,3.05,7,65,63.4
11414,2.62,5.0,3,53,30.91
11415,9.68,5.47,8,68,68.31
11416,9.1,9.49,2,50,83.1
11417,2.31,9.96,9,64,43.01
11418,6.55,7.06,6,57,52.76
11419,3.32,9.31,2,52,41.08
11420,1.48,7.33,2,47,30.01
11421,8.8,6.48,1,85,72.21
11422,2.22,3.3,3,35,19.41
11423,4.5,3.31,1,96,49.61
11424,9.28,3.22,3,50,64.02
11425,1.22,4.05,4,39,13.71
11426,5.73,3.54,6,53,37.89
11427,5.94,4.36,6,61,38.61
11428,7.75,6.63,6,63,62.79
11429,8.36,6.52,7,80,62.83
11430,4.53,5.41,4,54,47.45
11431,7.56,7.66,7,67,59.12
11432,9.15,5.74,10,75,72.29
11433,8.92,4.54,3,37,51.42
11434,5.27,7.85,9,82,62.23
11435,6.27,9.86,10,60,49.59
11436,6.89,8.67,1,74,75.99
11437,8.28,5.9,9,61,62.47
11438,5.32,5.63,10,43,38.12
11439,1.56,3.27,7,32,17.2
11440,4.16,7.6,1,95,70.67
11441,7.34,4.56,4,92,58.08
11442,6.43,7.78,7,36,39.04
11443,7.66,8.32,4,54,69.36
11444,5.25,9.16,2,53,54.12
11445,2.16,6.84,1,41,37.8
11446,1.59,8.81,10,32,30.99
11447,5.07,8.06,3,65,63.34
11448,2.45,5.47,5,47,16.98
11449,9.83,3.75,7,57,68.56
11450,2.39,4.7,4,90,35.18
11451,5.88,8.91,10,63,53.43
11452,0.52,6.74,6,99,41.42
11453,2.91,7.66,4,98,60.06
11454,2.96,8.64,3,76,61.31
11455,7.51,7.67,9,50,60.03
11456,5.21,8.99,1,84,69.14
11457,0.61,3.6,9,71,9.61
11458,4.1,9.33,10,75,55.26
11459,6.63,8.69,8,83,60.77
11460,6.55,9.32,2,59,54.94
11461,1.01,8.12,4,51,33.38
11462,9.32,4.92,4,82,68.3
11463,2.85,3.8,9,49,24.16
11464,8.97,3.91,7,54,48.32
11465,2.53,6.49,7,64,39.45
11466,5.89,5.74,7,41,32.89
11467,4.36,7.58,10,35,31.45
11468,6.02,6.52,2,93,63.47
11469,5.23,3.88,6,31,25.96
11470,0.52,3.02,9,31,12.31
11471,3.84,3.9,4,43,27.33
11472,0.61,4.03,5,45,7.68
11473,6.99,8.04,8,54,57.79
11474,8.61,5.0,6,47,59.43
11475,4.15,3.66,8,80,47.98
11476,5.49,8.29,3,42,55.1
11477,1.13,9.58,1,65,45.9
11478,4.16,3.7,5,91,40.27
11479,1.82,9.74,9,41,35.13
11480,1.11,9.65,9,65,32.13
11481,2.13,6.66,7,45,21.21
11482,8.77,5.07,3,37,55.46
11483,9.83,3.97,4,49,62.37
11484,8.85,8.77,6,47,63.75
11485,9.71,7.23,5,81,76.5
11486,7.44,7.56,7,69,69.9
11487,2.02,9.03,5,47,36.8
11488,5.85,6.11,2,62,50.16
11489,7.45,5.58,6,56,46.67
11490,5.38,8.34,9,84,67.18
11491,5.77,5.08,7,88,51.04
11492,6.07,5.3,8,51,41.12
11493,4.94,5.67,2,76,60.67
11494,3.26,8.99,4,66,39.42
11495,6.55,8.45,8,83,73.48
11496,1.01,5.04,5,74,25.07
11497,2.12,4.01,4,88,36.82
11498,9.29,5.75,10,39,45.68
11499,5.14,7.37,9,45,36.26
11500,8.31,7.73,8,43,62.56
11501,7.4,4.4,9,99,63.08
11502,3.55,4.75,5,93,41.85
11503,8.13,9.51,5,98,89.06
11504,1.37,5.7,1,86,54.2
11505,8.81,5.2,6,90,80.95
11506,6.97,7.87,9,58,55.52
